player_name,nation,position,team_name,league,age,matches_played,starts,minutes_played,goals,assists,penalties_scored,yellow_cards,red_cards,expected_goals,expected_assists
Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,17.0,8,2,278,0,0,0,2,0,0.1,0.0
Scott Banks,sct SCO,"FW,MF",St. Pauli,de Bundesliga,22.0,12,0,116,0,0,0,1,0,0.3,0.0
Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,17.0,5,0,49,0,0,0,0,0,0.4,0.0
Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,29.0,1,1,54,0,0,0,0,0,0.1,0.3
Federico Barba,it ITA,DF,Como,it Serie A,30.0,7,5,431,0,0,0,0,0,0.2,0.0
Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,20.0,7,3,288,0,0,0,0,0,0.3,0.6
Valentín Barco,ar ARG,"MF,DF",Strasbourg,fr Ligue 1,20.0,14,14,1157,0,2,0,2,0,0.5,1.5
Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,21.0,34,27,2181,14,10,0,2,0,13.4,10.1
Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,23.0,24,22,1938,2,1,0,4,2,2.2,1.9
Nicolò Barella,it ITA,MF,Inter,it Serie A,27.0,32,28,2456,3,6,0,4,0,2.2,4.5
Gabriel Bares,ch SUI,"MF,DF",Montpellier,fr Ligue 1,23.0,6,0,56,0,0,0,0,0,0.0,0.0
Borna Barišić,hr CRO,DF,Leganés,es La Liga,31.0,1,1,9,0,0,0,0,0,0.0,0.0
Téo Barisic,fr FRA,DF,Lyon,fr Ligue 1,19.0,1,0,2,0,0,0,0,0,0.0,0.0
Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,27.0,15,3,315,0,1,0,3,0,0.2,1.2
Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,30.0,20,3,581,3,1,0,3,0,1.8,0.6
Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,26.0,4,0,73,0,0,0,0,0,0.0,0.1
Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,26.0,33,17,1755,9,4,0,0,0,7.2,4.0
Enzo Barrenechea,ar ARG,MF,Valencia,es La Liga,23.0,30,26,2191,1,2,0,6,0,1.3,0.9
Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,22.0,30,14,1263,1,3,0,6,0,1.6,1.9
Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,21.0,31,28,2330,1,4,0,4,1,1.3,2.4
Thierno Barry,fr FRA,FW,Villarreal,es La Liga,21.0,35,25,2323,11,4,1,4,0,12.5,2.9
Davide Bartesaghi,it ITA,DF,Milan,it Serie A,18.0,4,1,118,0,0,0,0,1,0.0,0.1
Marc Bartra,es ESP,DF,Betis,es La Liga,33.0,25,23,2099,2,1,0,2,0,1.2,0.2
Federico Baschirotto,it ITA,DF,Lecce,it Serie A,27.0,38,38,3420,2,0,0,3,0,1.2,0.2
Daniele Baselli,it ITA,MF,Como,it Serie A,32.0,2,1,22,0,0,0,0,0,0.0,0.0
Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,24.0,35,34,3074,1,0,0,7,0,1.0,0.1
Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19.0,1,0,4,0,0,0,0,0,0.0,0.0
Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25.0,32,30,2333,1,5,0,6,1,0.8,2.3
Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,28.0,32,32,2880,0,0,0,6,0,0.0,0.0
Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,30.0,10,3,300,3,0,0,2,0,1.2,0.0
Dylan Batubinsika,cd COD,DF,Saint-Étienne,fr Ligue 1,28.0,25,22,2016,1,0,0,3,1,0.8,0.2
Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,24.0,11,8,658,0,0,0,1,0,0.2,0.1
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,34.0,28,28,2520,0,0,0,1,0,0.0,1.0
Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,24.0,31,18,1610,2,1,0,5,0,4.5,1.3
Rafael Bauza,es ESP,MF,Espanyol,es La Liga,19.0,5,2,183,0,0,0,1,0,0.1,0.0
Altay Bayındır,tr TUR,GK,Manchester Utd,eng Premier League,26.0,4,4,360,0,0,0,0,0,0.0,0.0
Ihlas Bebou,tg TOG,MF,Hoffenheim,de Bundesliga,30.0,1,0,9,0,0,0,0,0,0.0,0.0
Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,27.0,32,18,1598,4,1,0,1,0,3.3,1.2
Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,29.0,22,11,995,2,1,0,1,1,2.0,2.0
Timo Becker,de GER,DF,Holstein Kiel,de Bundesliga,27.0,30,28,2445,0,2,0,2,0,1.4,0.8
Jan Bednarek,pl POL,DF,Southampton,eng Premier League,28.0,30,30,2531,2,0,0,7,0,0.7,0.5
Donny van de Beek,nl NED,MF,Girona,es La Liga,27.0,26,16,1421,2,2,0,5,0,1.5,3.2
Hannes Behrens,de GER,DF,Hoffenheim,de Bundesliga,,1,0,29,0,0,0,0,0,0.0,0.0
Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,33.0,18,0,170,1,0,0,2,0,2.3,0.1
Maximilian Beier,de GER,"FW,MF",Dortmund,de Bundesliga,21.0,29,17,1591,8,5,0,2,0,7.7,3.3
Luken Beitia,es ESP,DF,Real Sociedad,es La Liga,20.0,1,0,8,0,0,0,0,0,0.0,0.0
Ismael Bekhoucha,ma MAR,"MF,DF",Getafe,es La Liga,19.0,5,0,69,0,0,0,2,0,0.0,0.0
Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,20.0,22,17,1658,0,2,0,6,1,0.2,1.0
Reda Belahyane,ma MAR,MF,Lazio,it Serie A,20.0,6,1,198,0,0,0,0,1,0.0,0.0
Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,30.0,22,21,1792,0,1,0,1,0,0.1,0.9
Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,22.0,29,16,1523,1,1,0,4,0,0.8,0.6
Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,32.0,18,15,1436,0,1,0,4,0,0.8,1.0
Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,22.0,4,2,331,0,0,0,0,0,0.3,0.0
Raoul Bellanova,it ITA,DF,Torino,it Serie A,24.0,1,1,87,0,0,0,0,0,0.0,0.1
Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,24.0,34,27,2402,0,9,0,3,0,1.1,4.7
Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,26.0,35,20,1677,2,7,0,3,0,1.5,3.8
Héctor Bellerín,es ESP,DF,Betis,es La Liga,29.0,9,6,580,0,2,0,1,0,0.2,2.0
Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,21.0,31,29,2488,9,8,1,5,1,11.4,3.9
Jeanuël Belocian,fr FRA,"DF,MF",Leverkusen,de Bundesliga,19.0,5,1,68,0,0,0,1,0,0.0,0.0
Andrea Belotti,it ITA,FW,Como,it Serie A,30.0,18,7,593,2,0,0,1,0,2.5,0.4
Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,25.0,34,29,2421,2,1,0,3,0,1.0,1.8
Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,23.0,32,20,1864,5,4,2,6,0,5.4,3.0
Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,19.0,33,19,1750,6,3,2,0,0,5.5,5.2
Carlos Benavídez,uy URU,MF,Alavés,es La Liga,26.0,18,6,487,1,1,0,3,0,0.3,0.6
Adrian Benedyczak,pl POL,"FW,MF",Parma,it Serie A,23.0,9,2,214,0,0,0,0,0,0.3,0.1
László Bénes,sk SVK,"MF,FW",Union Berlin,de Bundesliga,26.0,23,3,589,2,1,0,4,0,0.9,1.0
Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,21.0,2,0,37,0,0,0,0,0,0.0,0.0
Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,26.0,6,4,300,0,0,0,2,0,0.1,0.1
Ismaël Bennacer,dz ALG,MF,Marseille,fr Ligue 1,26.0,12,8,646,0,2,0,2,0,0.1,1.8
Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,28.0,13,9,735,1,3,0,0,0,2.0,2.1
Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,29.0,31,23,2022,1,6,0,6,0,1.3,3.2
Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,29.0,10,3,329,1,0,0,0,0,0.7,0.0
Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,27.0,26,21,1645,2,0,0,9,0,1.3,0.4
Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,31.0,2,2,180,0,0,0,0,0,0.0,0.0
Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,20.0,25,22,2011,1,0,0,6,0,0.9,0.4
Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,34.0,30,22,2044,0,2,0,5,0,0.6,2.2
Álex Berenguer,es ESP,"FW,MF",Athletic Club,es La Liga,29.0,36,28,2339,6,7,0,5,0,6.8,5.0
Sander Berge,no NOR,MF,Fulham,eng Premier League,26.0,31,26,2224,0,0,0,6,0,0.4,0.6
Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,18.0,27,11,1212,0,1,0,3,0,0.7,0.6
Medon Berisha,al ALB,MF,Lecce,it Serie A,20.0,17,7,716,0,1,0,5,0,0.7,0.6
Mergim Berisha,de GER,"FW,MF",Hoffenheim,de Bundesliga,26.0,11,3,333,1,1,0,1,0,1.0,1.0
Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,26.0,2,0,40,0,0,0,1,0,0.2,0.0
Adrian Bernabe,es ESP,MF,Parma,it Serie A,23.0,21,18,1453,1,1,0,1,0,1.3,1.1
Marc Bernal,es ESP,MF,Barcelona,es La Liga,17.0,3,3,242,0,0,0,2,0,0.1,0.0
Bernardo,br BRA,DF,Bochum,de Bundesliga,29.0,21,19,1782,0,0,0,5,0,0.7,0.7
Juan Bernat,es ESP,"DF,MF",Villarreal,es La Liga,31.0,10,1,212,0,1,0,0,0,0.3,0.4
Juan Bernat,es ESP,"MF,DF",Getafe,es La Liga,31.0,14,9,699,0,1,0,0,0,0.1,0.7
Maxime Bernauer,fr FRA,DF,Saint-Étienne,fr Ligue 1,26.0,11,9,763,0,0,0,4,1,0.1,0.0
Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,25.0,14,7,594,1,0,0,2,0,0.8,0.5
Alexander Bernhardsson,se SWE,"FW,MF",Holstein Kiel,de Bundesliga,25.0,19,15,1263,7,2,0,3,0,4.1,1.3
Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,21.0,30,29,2482,0,1,0,1,0,0.3,1.4
Matúš Bero,sk SVK,MF,Bochum,de Bundesliga,28.0,30,29,2565,5,2,0,11,0,4.0,3.7
Juan Berrocal,es ESP,DF,Getafe,es La Liga,25.0,19,11,1063,0,0,0,8,1,0.4,0.0
Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,26.0,4,4,360,0,0,0,0,0,0.0,0.0
Jan-Niklas Beste,de GER,"FW,MF",Freiburg,de Bundesliga,25.0,12,0,212,0,1,0,0,0,0.9,0.4
Beto,gw GNB,FW,Everton,eng Premier League,26.0,30,15,1534,8,0,0,2,0,8.2,1.2
Sam Beukema,nl NED,DF,Bologna,it Serie A,25.0,35,33,3012,0,1,0,1,0,1.5,0.9
Alessandro Bianco,it ITA,MF,Monza,it Serie A,21.0,34,29,2600,1,0,0,9,0,1.3,1.2
Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,21.0,1,0,18,0,0,0,0,0,0.0,0.0
Mika Biereth,dk DEN,FW,Monaco,fr Ligue 1,21.0,16,16,1228,13,2,1,0,0,11.3,4.5
Jaka Bijol,si SVN,DF,Udinese,it Serie A,25.0,34,34,2963,1,0,0,13,1,2.0,0.6
El Bilal Touré,ml MLI,"FW,MF",Stuttgart,de Bundesliga,22.0,12,3,356,2,1,0,0,0,1.6,1.1
Philip Billing,dk DEN,MF,Bournemouth,eng Premier League,28.0,10,1,184,0,0,0,1,0,0.6,1.1
Philip Billing,dk DEN,MF,Napoli,it Serie A,28.0,10,1,197,1,0,0,1,0,1.5,0.1
Cristiano Biraghi,it ITA,DF,Torino,it Serie A,31.0,15,13,1158,0,0,0,0,0,0.5,2.7
Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,31.0,8,5,433,1,0,0,1,0,0.2,0.3
Samuele Birindelli,it ITA,"DF,MF",Monza,it Serie A,25.0,21,18,1468,3,0,0,2,0,2.1,1.4
Tom Bischof,de GER,"MF,FW",Hoffenheim,de Bundesliga,19.0,31,30,2559,5,2,0,5,0,2.2,3.6
Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,27.0,28,16,1408,2,0,0,7,0,0.6,0.3
Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,30.0,27,10,982,2,1,0,3,0,1.6,1.6
Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,19.0,17,15,1336,1,0,0,2,0,0.7,0.0
Marco Bizot,nl NED,GK,Brest,fr Ligue 1,33.0,32,32,2880,0,0,0,4,0,0.0,0.0
Bjarki Bjarkason,is ISL,"DF,MF",Venezia,it Serie A,24.0,9,1,165,0,0,0,2,0,0.0,0.1
Antonio Blanco,es ESP,MF,Alavés,es La Liga,24.0,35,32,2727,0,1,0,11,1,0.8,1.6
Ludovic Blas,fr FRA,"MF,FW",Rennes,fr Ligue 1,26.0,29,26,2293,6,8,0,6,0,5.0,4.6
Daley Blind,nl NED,DF,Girona,es La Liga,34.0,34,31,2780,0,2,0,2,0,0.5,1.6
Myron Boadu,nl NED,FW,Bochum,de Bundesliga,23.0,19,11,1042,9,1,1,2,0,7.7,1.1
Augustine Boakye,gh GHA,"FW,MF",Saint-Étienne,fr Ligue 1,23.0,17,8,733,3,0,0,5,0,1.8,0.9
Oscar Bobb,no NOR,FW,Manchester City,eng Premier League,21.0,3,0,16,0,0,0,0,0,0.0,0.1
Mathéo Bodmer,fr FRA,MF,Le Havre,fr Ligue 1,20.0,1,0,6,0,0,0,0,0,0.0,0.0
Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,23.0,13,6,593,0,2,0,1,0,0.1,1.2
Jeremie Boga,ci CIV,"MF,FW",Nice,fr Ligue 1,27.0,21,12,1054,1,2,0,0,0,2.3,2.8
Lamare Bogarde,nl NED,"DF,MF",Aston Villa,eng Premier League,20.0,8,5,476,0,0,0,2,0,0.0,0.1
Emil Bohinen,no NOR,MF,Genoa,it Serie A,25.0,3,1,166,0,0,0,0,0,0.1,0.1
Adama Boiro,es ESP,"DF,FW",Athletic Club,es La Liga,22.0,18,13,1101,0,0,0,3,0,0.3,0.5
Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,33.0,6,1,150,0,0,0,1,0,0.1,0.0
Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,24.0,27,25,2192,0,0,0,3,1,0.7,0.2
Warren Bondo,fr FRA,MF,Monza,it Serie A,20.0,20,19,1618,0,0,0,5,1,0.4,0.3
Warren Bondo,fr FRA,MF,Milan,it Serie A,20.0,4,3,162,0,0,0,1,0,0.0,0.1
Victor Boniface,ng NGA,FW,Leverkusen,de Bundesliga,23.0,19,12,1008,8,1,0,2,0,7.8,1.1
Kevin Bonifazi,it ITA,DF,Lecce,it Serie A,28.0,3,0,65,0,0,0,0,0,0.0,0.0
Ange-Yoan Bonny,fr FRA,FW,Parma,it Serie A,20.0,37,30,2529,6,4,2,2,0,9.4,2.9
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,25.0,15,8,788,2,1,0,2,0,1.2,0.5
Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,24.0,8,6,412,0,0,0,1,0,0.5,0.5
Saïmon Bouabré,fr FRA,"MF,FW",Monaco,fr Ligue 1,18.0,3,1,97,0,0,0,0,0,0.0,0.0
Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,16.0,24,11,1151,0,1,0,2,0,0.1,1.0
Badredine Bouanani,dz ALG,"MF,FW",Nice,fr Ligue 1,19.0,26,11,1099,3,3,1,2,0,2.7,2.4
Benjamin Bouchouari,ma MAR,MF,Saint-Étienne,fr Ligue 1,22.0,25,20,1772,1,0,0,6,0,0.6,0.9
Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,24.0,29,27,2435,2,3,0,9,0,2.7,3.0
Carlo Boukhalfa,ma MAR,MF,St. Pauli,de Bundesliga,25.0,25,19,1646,2,0,0,1,0,1.5,1.1
Justin Bourgault,fr FRA,DF,Brest,fr Ligue 1,18.0,2,2,122,1,0,0,0,0,0.1,0.1
Benjamin Bourigeaud,fr FRA,MF,Rennes,fr Ligue 1,30.0,1,1,80,1,0,0,0,0,0.2,0.0
Edoardo Bove,it ITA,"MF,FW",Fiorentina,it Serie A,22.0,11,10,836,1,2,0,3,0,0.6,1.5
Jarrod Bowen,eng ENG,"FW,MF",West Ham,eng Premier League,27.0,34,34,2973,13,8,1,1,0,8.6,6.8
Enzo Boyomo,cm CMR,DF,Osasuna,es La Liga,22.0,34,33,2987,2,0,0,5,0,1.5,0.9
Enzo Boyomo,cm CMR,DF,Valladolid,es La Liga,22.0,3,3,270,0,0,0,0,0,0.1,0.0
Domagoj Bradarić,hr CRO,DF,Hellas Verona,it Serie A,24.0,28,24,1933,1,0,0,6,0,0.8,2.2
Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,21.0,19,7,754,0,2,0,4,0,0.7,1.4
Bilal Brahimi,dz ALG,MF,Nice,fr Ligue 1,24.0,2,1,76,0,0,0,0,0,0.0,0.0
Julian Brandt,de GER,MF,Dortmund,de Bundesliga,28.0,30,28,2303,5,10,0,1,0,4.8,8.5
Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,22.0,30,28,2511,0,1,0,4,0,1.2,0.7
Darko Brašanac,rs SRB,MF,Leganés,es La Liga,32.0,30,15,1617,1,2,0,4,0,1.8,0.4
Lilian Brassier,fr FRA,DF,Marseille,fr Ligue 1,24.0,12,9,779,0,0,0,3,0,0.2,0.0
Lilian Brassier,fr FRA,DF,Rennes,fr Ligue 1,24.0,14,14,1234,1,1,0,1,0,1.5,0.3
Matthias Braunöder,at AUT,MF,Como,it Serie A,22.0,8,3,268,0,0,0,3,1,0.1,0.0
Iker Bravo,es ESP,"FW,MF",Udinese,it Serie A,19.0,29,4,682,2,1,0,3,0,0.9,0.4
James Bree,eng ENG,DF,Southampton,eng Premier League,26.0,17,13,1075,0,1,0,0,0,0.1,0.9
Tim Breithaupt,de GER,MF,Augsburg,de Bundesliga,22.0,2,2,120,0,1,0,0,0,0.1,0.4
Gleison Bremer,br BRA,DF,Juventus,it Serie A,27.0,6,6,540,0,0,0,2,0,0.1,0.0
Brenner,br BRA,"MF,FW",Udinese,it Serie A,24.0,9,5,386,1,2,0,0,0,0.6,0.5
Ben Brereton,cl CHI,FW,Southampton,eng Premier League,25.0,10,4,449,0,0,0,1,0,0.9,0.1
Marco Brescianini,it ITA,MF,Atalanta,it Serie A,24.0,29,9,991,4,2,0,1,0,3.1,1.0
Maximilian Breunig,de GER,"FW,MF",Heidenheim,de Bundesliga,23.0,13,2,350,2,0,1,0,0,3.4,0.2
Anthony Briançon,fr FRA,DF,Saint-Étienne,fr Ligue 1,29.0,1,0,1,0,0,0,0,0,0.0,0.0
Nathan Broadhead,wls WAL,"MF,FW",Ipswich Town,eng Premier League,26.0,18,7,702,2,0,0,1,0,1.7,0.7
Armando Broja,al ALB,FW,Everton,eng Premier League,22.0,10,4,334,0,0,0,1,0,0.1,0.2
David Brooks,wls WAL,"FW,MF",Bournemouth,eng Premier League,27.0,29,9,960,2,0,0,3,0,2.5,1.9
Arvid Brorsson,se SWE,DF,Monza,it Serie A,25.0,6,3,362,0,0,0,0,0,0.0,0.0
Moritz Broschinski,de GER,"FW,MF",Bochum,de Bundesliga,23.0,33,15,1390,1,3,0,1,0,4.2,1.8
Nathaniel Brown,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,21.0,26,22,1947,3,6,0,2,0,2.2,5.1
Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,de Bundesliga,25.0,12,3,400,2,2,0,0,0,2.3,0.6
Jacob Bruun Larsen,dk DEN,"MF,FW",Stuttgart,de Bundesliga,25.0,15,3,414,1,0,0,1,0,0.6,1.2
Tajon Buchanan,ca CAN,"DF,FW",Inter,it Serie A,25.0,6,0,95,0,0,0,0,0,0.0,0.1
Tajon Buchanan,ca CAN,MF,Villarreal,es La Liga,25.0,13,4,416,1,2,0,2,0,0.9,0.5
Ante Budimir,hr CRO,FW,Osasuna,es La Liga,33.0,38,34,2952,21,4,8,4,0,18.3,1.7
Emi Buendía,ar ARG,"MF,FW",Aston Villa,eng Premier League,27.0,12,0,98,0,0,0,1,0,0.7,0.0
Emi Buendía,ar ARG,MF,Leverkusen,de Bundesliga,27.0,11,3,257,2,0,0,0,0,0.9,0.9
Manu Bueno,es ESP,"MF,FW",Sevilla,es La Liga,20.0,9,1,140,1,0,0,0,0,0.1,0.0
Santiago Bueno,uy URU,DF,Wolves,eng Premier League,25.0,29,18,1687,0,0,0,2,0,0.4,0.0
Endika Buján,es ESP,FW,Athletic Club,es La Liga,21.0,1,0,7,0,0,0,0,0,0.0,0.0
Marius Bülter,de GER,"FW,DF",Hoffenheim,de Bundesliga,31.0,25,22,1729,7,2,0,4,0,3.7,3.1
Facundo Buonanotte,ar ARG,"FW,MF",Leicester City,eng Premier League,19.0,31,14,1523,5,2,0,8,0,3.9,3.1
Alessandro Buongiorno,it ITA,DF,Napoli,it Serie A,25.0,22,22,1924,1,0,0,2,0,0.8,0.6
Cameron Burgess,au AUS,DF,Ipswich Town,eng Premier League,28.0,18,16,1541,0,2,0,0,0,1.1,0.5
Jonathan Burkardt,de GER,FW,Mainz 05,de Bundesliga,24.0,29,28,2109,18,2,2,0,0,14.8,3.1
Oliver Burke,sct SCO,FW,Werder Bremen,de Bundesliga,27.0,25,9,908,5,0,0,4,0,4.1,1.7
Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,32.0,37,37,3330,1,1,0,11,0,2.0,0.9
Rareș-Cătălin Burnete,ro ROU,FW,Lecce,it Serie A,20.0,4,0,28,0,0,0,0,0,0.1,0.0
Wes Burns,wls WAL,"FW,DF",Ipswich Town,eng Premier League,29.0,18,12,926,0,1,0,1,0,0.5,1.6
Marnon Busch,de GER,"DF,MF",Heidenheim,de Bundesliga,29.0,23,15,1396,0,1,0,1,0,0.4,1.1
Gianluca Busio,us USA,MF,Venezia,it Serie A,22.0,33,28,2518,2,0,0,4,0,2.4,1.6
Aurélio Buta,pt POR,DF,Reims,fr Ligue 1,27.0,27,24,1970,0,1,0,5,0,0.3,0.8
Jean Butez,fr FRA,GK,Como,it Serie A,29.0,19,18,1666,0,0,0,0,0,0.0,0.0
Nathan Butler-Oyedeji,eng ENG,FW,Arsenal,eng Premier League,21.0,1,0,7,0,0,0,0,0,0.1,0.0
Marcin Bułka,pl POL,GK,Nice,fr Ligue 1,24.0,34,34,3060,0,0,0,0,0,0.0,0.2
Pau Cabanes,es ESP,"MF,FW",Villarreal,es La Liga,19.0,10,0,163,1,0,0,0,0,0.5,0.4
Pau Cabanes,es ESP,"MF,FW",Alavés,es La Liga,19.0,6,2,188,0,0,0,1,0,0.0,0.0
Rémy Cabella,fr FRA,"FW,MF",Lille,fr Ligue 1,34.0,23,12,1011,1,2,0,1,0,4.0,2.3
Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,33.0,33,32,2869,4,2,0,4,1,1.1,0.9
Liberato Cacace,nz NZL,"MF,DF",Empoli,it Serie A,23.0,33,24,2230,2,4,0,6,0,2.6,1.7
Alessio Cacciamani,it ITA,"MF,DF",Torino,it Serie A,17.0,2,0,31,0,0,0,0,0,0.0,0.0
Anthony Caci,fr FRA,DF,Mainz 05,de Bundesliga,27.0,33,33,2684,1,7,0,6,0,3.1,6.6
Mathieu Cafaro,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,27.0,15,9,732,1,0,0,3,1,1.5,1.3
Moisés Caicedo,ec ECU,"MF,DF",Chelsea,eng Premier League,22.0,38,38,3351,1,2,0,11,0,0.8,3.0
Tom Cairney,sct SCO,MF,Fulham,eng Premier League,33.0,25,3,628,2,0,0,3,1,0.8,1.1
Jens Cajuste,se SWE,MF,Ipswich Town,eng Premier League,24.0,30,25,1959,1,1,0,2,0,0.7,0.8
Davide Calabria,it ITA,DF,Bologna,it Serie A,27.0,11,7,632,0,1,0,3,0,0.1,1.3
Davide Calabria,it ITA,DF,Milan,it Serie A,27.0,7,4,316,0,0,0,0,0,0.3,0.2
Riccardo Calafiori,it ITA,DF,Arsenal,eng Premier League,22.0,19,11,983,2,1,0,4,0,0.9,0.3
Luca Caldirola,it ITA,DF,Monza,it Serie A,33.0,14,10,876,0,0,0,5,0,0.3,0.1
Fernando Calero,es ESP,"DF,MF",Espanyol,es La Liga,28.0,21,6,715,1,0,0,1,0,0.3,0.0
Duje Ćaleta-Car,hr CRO,DF,Lyon,fr Ligue 1,27.0,19,17,1584,1,0,0,8,0,2.1,0.1
Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,30.0,28,25,1879,5,6,3,5,0,4.4,5.6
Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,27.0,26,19,1609,3,1,0,2,0,6.7,0.6
Drissa Camara,ci CIV,"MF,FW",Parma,it Serie A,22.0,21,1,447,0,0,0,3,0,1.2,0.8
Issiaga Camara,gn GUI,MF,Nice,fr Ligue 1,19.0,4,0,20,0,0,0,0,0,0.0,0.0
Lamine Camara,sn SEN,MF,Monaco,fr Ligue 1,20.0,29,25,2054,2,7,0,10,1,2.3,4.4
Mahdi Camara,fr FRA,"MF,FW",Brest,fr Ligue 1,26.0,34,31,2659,5,3,0,5,0,4.1,2.0
Ousmane Camara,fr FRA,DF,Angers,fr Ligue 1,21.0,3,3,252,0,0,0,1,0,0.1,0.0
Francesco Camarda,it ITA,"FW,MF",Milan,it Serie A,16.0,10,1,206,0,0,0,0,0,0.6,0.5
Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,es La Liga,21.0,19,11,1102,1,2,0,2,0,0.4,0.8
Nicolò Cambiaghi,it ITA,FW,Bologna,it Serie A,23.0,18,4,620,1,3,0,0,0,0.8,1.9
Andrea Cambiaso,it ITA,"DF,FW",Juventus,it Serie A,24.0,33,25,2221,2,3,0,4,0,0.7,2.6
Axel Camblan,fr FRA,"MF,FW",Brest,fr Ligue 1,20.0,2,0,26,0,0,0,0,0,0.0,0.0
Sergio Camello,es ESP,FW,Rayo Vallecano,es La Liga,23.0,23,14,1134,3,2,0,2,0,4.1,2.0
José Campaña,es ESP,MF,Las Palmas,es La Liga,31.0,25,15,1189,0,3,0,5,0,0.1,0.9
Thomas Campaniello,it ITA,FW,Empoli,it Serie A,16.0,3,0,25,0,0,0,0,0,0.5,0.0
Cole Campbell,us USA,"MF,FW",Dortmund,de Bundesliga,18.0,4,0,22,0,0,0,0,0,0.0,0.0
Emre Can,de GER,"DF,MF",Dortmund,de Bundesliga,30.0,31,23,2105,3,0,2,4,1,2.0,0.7
Peio Canales,es ESP,"MF,FW",Athletic Club,es La Liga,19.0,8,2,259,0,0,0,0,0,0.2,0.2
